"","Measure","Attribute","Value","Category","Date"
"583","Regular Vessels (less than 91' beam)","Percentage","7863","Booking Slots",2020-01-01
"584","Regular Vessels (up to 300' in length)","Percentage","7500","Booking Slots",2020-01-01
"585","Auctioned booking slots","Percentage","3333","Booking Slots",2020-01-01
"586","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2021-01-01
"587","Large Vessels (91’ beam to under 107’ beam)","Available","397","Booking Slots",2021-01-01
"588","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2021-01-01
"589","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-01-01
"590","Auctioned booking slots","Available","78","Booking Slots",2021-01-01
"591","Neopanamax Vessels (107’ beam and Over)","Used","2301","Booking Slots",2021-01-01
"592","Large Vessels (91’ beam to under 107’ beam)","Used","3631","Booking Slots",2021-01-01
"593","Regular Vessels (less than 91' beam)","Used","1451","Booking Slots",2021-01-01
"594","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-01-01
"595","Auctioned booking slots","Used","57","Booking Slots",2021-01-01
"596","Neopanamax Vessels (107’ beam and Over)","Percentage","9274","Booking Slots",2021-01-01
"597","Large Vessels (91’ beam to under 107’ beam)","Percentage","9144","Booking Slots",2021-01-01
"598","Regular Vessels (less than 91' beam)","Percentage","7796","Booking Slots",2021-01-01
"599","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-01-01
"600","Auctioned booking slots","Percentage","7308","Booking Slots",2021-01-01
"601","Neopanamax Vessels (107’ beam and Over)","Available","232","Booking Slots",2020-02-01
"602","Large Vessels (91’ beam to under 107’ beam)","Available","405","Booking Slots",2020-02-01
"603","Regular Vessels (less than 91' beam)","Available","202","Booking Slots",2020-02-01
"604","Regular Vessels (up to 300' in length)","Available","4","Booking Slots",2020-02-01
"605","Auctioned booking slots","Available","43","Booking Slots",2020-02-01
"606","Neopanamax Vessels (107’ beam and Over)","Used","205","Booking Slots",2020-02-01
"607","Large Vessels (91’ beam to under 107’ beam)","Used","3911","Booking Slots",2020-02-01
"608","Regular Vessels (less than 91' beam)","Used","1711","Booking Slots",2020-02-01
"609","Regular Vessels (up to 300' in length)","Used","4","Booking Slots",2020-02-01
"610","Auctioned booking slots","Used","35","Booking Slots",2020-02-01
"611","Neopanamax Vessels (107’ beam and Over)","Percentage","8836","Booking Slots",2020-02-01
"612","Large Vessels (91’ beam to under 107’ beam)","Percentage","9654","Booking Slots",2020-02-01
"613","Regular Vessels (less than 91' beam)","Percentage","8465","Booking Slots",2020-02-01
"614","Regular Vessels (up to 300' in length)","Percentage","10000","Booking Slots",2020-02-01
"615","Auctioned booking slots","Percentage","8140","Booking Slots",2020-02-01
"616","Neopanamax Vessels (107’ beam and Over)","Available","224","Booking Slots",2021-02-01
"617","Large Vessels (91’ beam to under 107’ beam)","Available","364","Booking Slots",2021-02-01
"618","Regular Vessels (less than 91' beam)","Available","168","Booking Slots",2021-02-01
"619","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-02-01
"620","Auctioned booking slots","Available","71","Booking Slots",2021-02-01
"621","Neopanamax Vessels (107’ beam and Over)","Used","1911","Booking Slots",2021-02-01
"622","Large Vessels (91’ beam to under 107’ beam)","Used","3391","Booking Slots",2021-02-01
"623","Regular Vessels (less than 91' beam)","Used","1421","Booking Slots",2021-02-01
"624","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-02-01
"625","Auctioned booking slots","Used","50","Booking Slots",2021-02-01
"626","Neopanamax Vessels (107’ beam and Over)","Percentage","8527","Booking Slots",2021-02-01
"627","Large Vessels (91’ beam to under 107’ beam)","Percentage","9313","Booking Slots",2021-02-01
"628","Regular Vessels (less than 91' beam)","Percentage","8452","Booking Slots",2021-02-01
"629","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-02-01
"630","Auctioned booking slots","Percentage","7042","Booking Slots",2021-02-01
"631","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2020-05-01
"632","Large Vessels (91’ beam to under 107’ beam)","Available","403","Booking Slots",2020-05-01
"633","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2020-05-01
"634","Regular Vessels (up to 300' in length)","Available","na","Booking Slots",2020-05-01
"635","Auctioned booking slots","Available","19","Booking Slots",2020-05-01
"636","Neopanamax Vessels (107’ beam and Over)","Used","205","Booking Slots",2020-05-01
"637","Large Vessels (91’ beam to under 107’ beam)","Used","2591","Booking Slots",2020-05-01
"638","Regular Vessels (less than 91' beam)","Used","1281","Booking Slots",2020-05-01
"639","Regular Vessels (up to 300' in length)","Used","na","Booking Slots",2020-05-01
"640","Auctioned booking slots","Used","5","Booking Slots",2020-05-01
"641","Neopanamax Vessels (107’ beam and Over)","Percentage","8266","Booking Slots",2020-05-01
"642","Large Vessels (91’ beam to under 107’ beam)","Percentage","6427","Booking Slots",2020-05-01
"643","Regular Vessels (less than 91' beam)","Percentage","6882","Booking Slots",2020-05-01
"644","Regular Vessels (up to 300' in length)","Percentage","na","Booking Slots",2020-05-01
"645","Auctioned booking slots","Percentage","2632","Booking Slots",2020-05-01
"646","Neopanamax Vessels (107’ beam and Over)","Available","246","Booking Slots",2021-03-01
"647","Large Vessels (91’ beam to under 107’ beam)","Available","403","Booking Slots",2021-03-01
"648","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2021-03-01
"649","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-03-01
"650","Auctioned booking slots","Available","67","Booking Slots",2021-03-01
"651","Neopanamax Vessels (107’ beam and Over)","Used","2131","Booking Slots",2021-03-01
"652","Large Vessels (91’ beam to under 107’ beam)","Used","3781","Booking Slots",2021-03-01
"653","Regular Vessels (less than 91' beam)","Used","1641","Booking Slots",2021-03-01
"654","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-03-01
"655","Auctioned booking slots","Used","48","Booking Slots",2021-03-01
"656","Neopanamax Vessels (107’ beam and Over)","Percentage","8659","Booking Slots",2021-03-01
"657","Large Vessels (91’ beam to under 107’ beam)","Percentage","9380","Booking Slots",2021-03-01
"658","Regular Vessels (less than 91' beam)","Percentage","8818","Booking Slots",2021-03-01
"659","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-03-01
"660","Auctioned booking slots","Percentage","7165","Booking Slots",2021-03-01
"661","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2021-04-01
"662","Large Vessels (91’ beam to under 107’ beam)","Available","390","Booking Slots",2021-04-01
"663","Regular Vessels (less than 91' beam)","Available","180","Booking Slots",2021-04-01
"664","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-04-01
"665","Auctioned booking slots","Available","75","Booking Slots",2021-04-01
"666","Neopanamax Vessels (107’ beam and Over)","Used","2171","Booking Slots",2021-04-01
"667","Large Vessels (91’ beam to under 107’ beam)","Used","3631","Booking Slots",2021-04-01
"668","Regular Vessels (less than 91' beam)","Used","1501","Booking Slots",2021-04-01
"669","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-04-01
"670","Auctioned booking slots","Used","45","Booking Slots",2021-04-01
"671","Neopanamax Vessels (107’ beam and Over)","Percentage","9042","Booking Slots",2021-04-01
"672","Large Vessels (91’ beam to under 107’ beam)","Percentage","9308","Booking Slots",2021-04-01
"673","Regular Vessels (less than 91' beam)","Percentage","8333","Booking Slots",2021-04-01
"674","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-04-01
"675","Auctioned booking slots","Percentage","5921","Booking Slots",2021-04-01
"676","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2020-06-01
"677","Large Vessels (91’ beam to under 107’ beam)","Available","390","Booking Slots",2020-06-01
"678","Regular Vessels (less than 91' beam)","Available","180","Booking Slots",2020-06-01
"679","Regular Vessels (up to 300' in length)","Available","na","Booking Slots",2020-06-01
"680","Auctioned booking slots","Available","5","Booking Slots",2020-06-01
"681","Neopanamax Vessels (107’ beam and Over)","Used","1861","Booking Slots",2020-06-01
"682","Large Vessels (91’ beam to under 107’ beam)","Used","1671","Booking Slots",2020-06-01
"683","Regular Vessels (less than 91' beam)","Used","1221","Booking Slots",2020-06-01
"684","Regular Vessels (up to 300' in length)","Used","na","Booking Slots",2020-06-01
"685","Auctioned booking slots","Used","2","Booking Slots",2020-06-01
"686","Neopanamax Vessels (107’ beam and Over)","Percentage","7750","Booking Slots",2020-06-01
"687","Large Vessels (91’ beam to under 107’ beam)","Percentage","4282","Booking Slots",2020-06-01
"688","Regular Vessels (less than 91' beam)","Percentage","6778","Booking Slots",2020-06-01
"689","Regular Vessels (up to 300' in length)","Percentage","na","Booking Slots",2020-06-01
"690","Auctioned booking slots","Percentage","4000","Booking Slots",2020-06-01
"691","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2021-05-01
"692","Large Vessels (91’ beam to under 107’ beam)","Available","403","Booking Slots",2021-05-01
"693","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2021-05-01
"694","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-05-01
"695","Auctioned booking slots","Available","91","Booking Slots",2021-05-01
"696","Neopanamax Vessels (107’ beam and Over)","Used","2181","Booking Slots",2021-05-01
"697","Large Vessels (91’ beam to under 107’ beam)","Used","3821","Booking Slots",2021-05-01
"698","Regular Vessels (less than 91' beam)","Used","1431","Booking Slots",2021-05-01
"699","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-05-01
"700","Auctioned booking slots","Used","41","Booking Slots",2021-05-01
"701","Neopanamax Vessels (107’ beam and Over)","Percentage","8790","Booking Slots",2021-05-01
"702","Large Vessels (91’ beam to under 107’ beam)","Percentage","9479","Booking Slots",2021-05-01
"703","Regular Vessels (less than 91' beam)","Percentage","7688","Booking Slots",2021-05-01
"704","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-05-01
"705","Auctioned booking slots","Percentage","4505","Booking Slots",2021-05-01
"706","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2020-07-01
"707","Large Vessels (91’ beam to under 107’ beam)","Available","403","Booking Slots",2020-07-01
"708","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2020-07-01
"709","Regular Vessels (up to 300' in length)","Available","na","Booking Slots",2020-07-01
"710","Auctioned booking slots","Available","4","Booking Slots",2020-07-01
"711","Neopanamax Vessels (107’ beam and Over)","Used","1831","Booking Slots",2020-07-01
"712","Large Vessels (91’ beam to under 107’ beam)","Used","2751","Booking Slots",2020-07-01
"713","Regular Vessels (less than 91' beam)","Used","1021","Booking Slots",2020-07-01
"714","Regular Vessels (up to 300' in length)","Used","na","Booking Slots",2020-07-01
"715","Auctioned booking slots","Used","0","Booking Slots",2020-07-01
"716","Neopanamax Vessels (107’ beam and Over)","Percentage","7779","Booking Slots",2020-07-01
"717","Large Vessels (91’ beam to under 107’ beam)","Percentage","6824","Booking Slots",2020-07-01
"718","Regular Vessels (less than 91' beam)","Percentage","5484","Booking Slots",2020-07-01
"719","Regular Vessels (up to 300' in length)","Percentage","na","Booking Slots",2020-07-01
"720","Auctioned booking slots","Percentage","0000","Booking Slots",2020-07-01
"721","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2021-06-01
"722","Large Vessels (91’ beam to under 107’ beam)","Available","390","Booking Slots",2021-06-01
"723","Regular Vessels (less than 91' beam)","Available","180","Booking Slots",2021-06-01
"724","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-06-01
"725","Auctioned booking slots","Available","77","Booking Slots",2021-06-01
"726","Neopanamax Vessels (107’ beam and Over)","Used","2231","Booking Slots",2021-06-01
"727","Large Vessels (91’ beam to under 107’ beam)","Used","3681","Booking Slots",2021-06-01
"728","Regular Vessels (less than 91' beam)","Used","1291","Booking Slots",2021-06-01
"729","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-06-01
"730","Auctioned booking slots","Used","58","Booking Slots",2021-06-01
"731","Neopanamax Vessels (107’ beam and Over)","Percentage","9292","Booking Slots",2021-06-01
"732","Large Vessels (91’ beam to under 107’ beam)","Percentage","9436","Booking Slots",2021-06-01
"733","Regular Vessels (less than 91' beam)","Percentage","7167","Booking Slots",2021-06-01
"734","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-06-01
"735","Auctioned booking slots","Percentage","7532","Booking Slots",2021-06-01
"736","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2020-08-01
"737","Large Vessels (91’ beam to under 107’ beam)","Available","397","Booking Slots",2020-08-01
"738","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2020-08-01
"739","Regular Vessels (up to 300' in length)","Available","na","Booking Slots",2020-08-01
"740","Auctioned booking slots","Available","21","Booking Slots",2020-08-01
"741","Neopanamax Vessels (107’ beam and Over)","Used","2011","Booking Slots",2020-08-01
"742","Large Vessels (91’ beam to under 107’ beam)","Used","3721","Booking Slots",2020-08-01
"743","Regular Vessels (less than 91' beam)","Used","1131","Booking Slots",2020-08-01
"744","Regular Vessels (up to 300' in length)","Used","na","Booking Slots",2020-08-01
"745","Auctioned booking slots","Used","14","Booking Slots",2020-08-01
"746","Neopanamax Vessels (107’ beam and Over)","Percentage","8105","Booking Slots",2020-08-01
"747","Large Vessels (91’ beam to under 107’ beam)","Percentage","9370","Booking Slots",2020-08-01
"748","Regular Vessels (less than 91' beam)","Percentage","6075","Booking Slots",2020-08-01
"749","Regular Vessels (up to 300' in length)","Percentage","na","Booking Slots",2020-08-01
"750","Auctioned booking slots","Percentage","6667","Booking Slots",2020-08-01
"751","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2021-07-01
"752","Large Vessels (91’ beam to under 107’ beam)","Available","364","Booking Slots",2021-07-01
"753","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2021-07-01
"754","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-07-01
"755","Auctioned booking slots","Available","98","Booking Slots",2021-07-01
"756","Neopanamax Vessels (107’ beam and Over)","Used","2251","Booking Slots",2021-07-01
"757","Large Vessels (91’ beam to under 107’ beam)","Used","3431","Booking Slots",2021-07-01
"758","Regular Vessels (less than 91' beam)","Used","1451","Booking Slots",2021-07-01
"759","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-07-01
"760","Auctioned booking slots","Used","69","Booking Slots",2021-07-01
"761","Neopanamax Vessels (107’ beam and Over)","Percentage","9073","Booking Slots",2021-07-01
"762","Large Vessels (91’ beam to under 107’ beam)","Percentage","9423","Booking Slots",2021-07-01
"763","Regular Vessels (less than 91' beam)","Percentage","7796","Booking Slots",2021-07-01
"764","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-07-01
"765","Auctioned booking slots","Percentage","7041","Booking Slots",2021-07-01
"766","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2020-09-01
"767","Large Vessels (91’ beam to under 107’ beam)","Available","390","Booking Slots",2020-09-01
"768","Regular Vessels (less than 91' beam)","Available","180","Booking Slots",2020-09-01
"769","Regular Vessels (up to 300' in length)","Available","NA","Booking Slots",2020-09-01
"770","Auctioned booking slots","Available","33","Booking Slots",2020-09-01
"771","Neopanamax Vessels (107’ beam and Over)","Used","1961","Booking Slots",2020-09-01
"772","Large Vessels (91’ beam to under 107’ beam)","Used","3681","Booking Slots",2020-09-01
"773","Regular Vessels (less than 91' beam)","Used","1351","Booking Slots",2020-09-01
"774","Regular Vessels (up to 300' in length)","Used","NA","Booking Slots",2020-09-01
"775","Auctioned booking slots","Used","22","Booking Slots",2020-09-01
"776","Neopanamax Vessels (107’ beam and Over)","Percentage","8166","Booking Slots",2020-09-01
"777","Large Vessels (91’ beam to under 107’ beam)","Percentage","9435","Booking Slots",2020-09-01
"778","Regular Vessels (less than 91' beam)","Percentage","7500","Booking Slots",2020-09-01
"779","Regular Vessels (up to 300' in length)","Percentage","NA","Booking Slots",2020-09-01
"780","Auctioned booking slots","Percentage","6667","Booking Slots",2020-09-01
"781","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2021-08-01
"782","Large Vessels (91’ beam to under 107’ beam)","Available","403","Booking Slots",2021-08-01
"783","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2021-08-01
"784","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-08-01
"785","Auctioned booking slots","Available","97","Booking Slots",2021-08-01
"786","Neopanamax Vessels (107’ beam and Over)","Used","2351","Booking Slots",2021-08-01
"787","Large Vessels (91’ beam to under 107’ beam)","Used","3871","Booking Slots",2021-08-01
"788","Regular Vessels (less than 91' beam)","Used","1371","Booking Slots",2021-08-01
"789","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-08-01
"790","Auctioned booking slots","Used","71","Booking Slots",2021-08-01
"791","Neopanamax Vessels (107’ beam and Over)","Percentage","9476","Booking Slots",2021-08-01
"792","Large Vessels (91’ beam to under 107’ beam)","Percentage","9603","Booking Slots",2021-08-01
"793","Regular Vessels (less than 91' beam)","Percentage","7366","Booking Slots",2021-08-01
"794","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-08-01
"795","Auctioned booking slots","Percentage","7320","Booking Slots",2021-08-01
"796","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2020-10-01
"797","Large Vessels (91’ beam to under 107’ beam)","Available","403","Booking Slots",2020-10-01
"798","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2020-10-01
"799","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2020-10-01
"800","Auctioned booking slots","Available","45","Booking Slots",2020-10-01
"801","Neopanamax Vessels (107’ beam and Over)","Used","2341","Booking Slots",2020-10-01
"802","Large Vessels (91’ beam to under 107’ beam)","Used","3921","Booking Slots",2020-10-01
"803","Regular Vessels (less than 91' beam)","Used","1341","Booking Slots",2020-10-01
"804","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2020-10-01
"805","Auctioned booking slots","Used","31","Booking Slots",2020-10-01
"806","Neopanamax Vessels (107’ beam and Over)","Percentage","9435","Booking Slots",2020-10-01
"807","Large Vessels (91’ beam to under 107’ beam)","Percentage","9727","Booking Slots",2020-10-01
"808","Regular Vessels (less than 91' beam)","Percentage","7204","Booking Slots",2020-10-01
"809","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2020-10-01
"810","Auctioned booking slots","Percentage","6889","Booking Slots",2020-10-01
"811","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2021-09-01
"812","Large Vessels (91’ beam to under 107’ beam)","Available","390","Booking Slots",2021-09-01
"813","Regular Vessels (less than 91' beam)","Available","180","Booking Slots",2021-09-01
"814","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-09-01
"815","Auctioned booking slots","Available","65","Booking Slots",2021-09-01
"816","Neopanamax Vessels (107’ beam and Over)","Used","2221","Booking Slots",2021-09-01
"817","Large Vessels (91’ beam to under 107’ beam)","Used","3311","Booking Slots",2021-09-01
"818","Regular Vessels (less than 91' beam)","Used","1381","Booking Slots",2021-09-01
"819","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-09-01
"820","Auctioned booking slots","Used","27","Booking Slots",2021-09-01
"821","Neopanamax Vessels (107’ beam and Over)","Percentage","9250","Booking Slots",2021-09-01
"822","Large Vessels (91’ beam to under 107’ beam)","Percentage","8487","Booking Slots",2021-09-01
"823","Regular Vessels (less than 91' beam)","Percentage","7667","Booking Slots",2021-09-01
"824","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-09-01
"825","Auctioned booking slots","Percentage","4154","Booking Slots",2021-09-01
"826","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2020-11-01
"827","Large Vessels (91’ beam to under 107’ beam)","Available","390","Booking Slots",2020-11-01
"828","Regular Vessels (less than 91' beam)","Available","180","Booking Slots",2020-11-01
"829","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2020-11-01
"830","Auctioned booking slots","Available","36","Booking Slots",2020-11-01
"831","Neopanamax Vessels (107’ beam and Over)","Used","2311","Booking Slots",2020-11-01
"832","Large Vessels (91’ beam to under 107’ beam)","Used","3671","Booking Slots",2020-11-01
"833","Regular Vessels (less than 91' beam)","Used","1411","Booking Slots",2020-11-01
"834","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2020-11-01
"835","Auctioned booking slots","Used","19","Booking Slots",2020-11-01
"836","Neopanamax Vessels (107’ beam and Over)","Percentage","9625","Booking Slots",2020-11-01
"837","Large Vessels (91’ beam to under 107’ beam)","Percentage","9410","Booking Slots",2020-11-01
"838","Regular Vessels (less than 91' beam)","Percentage","7833","Booking Slots",2020-11-01
"839","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2020-11-01
"840","Auctioned booking slots","Percentage","5277","Booking Slots",2020-11-01
"841","Neopanamax Vessels (107’ beam and Over)","Available","248","Booking Slots",2021-10-01
"842","Large Vessels (91’ beam to under 107’ beam)","Available","397","Booking Slots",2021-10-01
"843","Regular Vessels (less than 91' beam)","Available","186","Booking Slots",2021-10-01
"844","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-10-01
"845","Auctioned booking slots","Available","98","Booking Slots",2021-10-01
"846","Neopanamax Vessels (107’ beam and Over)","Used","2261","Booking Slots",2021-10-01
"847","Large Vessels (91’ beam to under 107’ beam)","Used","3781","Booking Slots",2021-10-01
"848","Regular Vessels (less than 91' beam)","Used","1441","Booking Slots",2021-10-01
"849","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-10-01
"850","Auctioned booking slots","Used","65","Booking Slots",2021-10-01
"851","Neopanamax Vessels (107’ beam and Over)","Percentage","9113","Booking Slots",2021-10-01
"852","Large Vessels (91’ beam to under 107’ beam)","Percentage","9521","Booking Slots",2021-10-01
"853","Regular Vessels (less than 91' beam)","Percentage","7742","Booking Slots",2021-10-01
"854","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-10-01
"855","Auctioned booking slots","Percentage","6633","Booking Slots",2021-10-01
"856","Neopanamax Vessels (107’ beam and Over)","Available","240","Booking Slots",2021-11-01
"857","Large Vessels (91’ beam to under 107’ beam)","Available","390","Booking Slots",2021-11-01
"858","Regular Vessels (less than 91' beam)","Available","180","Booking Slots",2021-11-01
"859","Regular Vessels (up to 300' in length)","Available","0","Booking Slots",2021-11-01
"860","Auctioned booking slots","Available","113","Booking Slots",2021-11-01
"861","Neopanamax Vessels (107’ beam and Over)","Used","2281","Booking Slots",2021-11-01
"862","Large Vessels (91’ beam to under 107’ beam)","Used","3701","Booking Slots",2021-11-01
"863","Regular Vessels (less than 91' beam)","Used","1621","Booking Slots",2021-11-01
"864","Regular Vessels (up to 300' in length)","Used","0","Booking Slots",2021-11-01
"865","Auctioned booking slots","Used","100","Booking Slots",2021-11-01
"866","Neopanamax Vessels (107’ beam and Over)","Percentage","9500","Booking Slots",2021-11-01
"867","Large Vessels (91’ beam to under 107’ beam)","Percentage","9487","Booking Slots",2021-11-01
"868","Regular Vessels (less than 91' beam)","Percentage","9000","Booking Slots",2021-11-01
"869","Regular Vessels (up to 300' in length)","Percentage","0","Booking Slots",2021-11-01
"870","Auctioned booking slots","Percentage","8850","Booking Slots",2021-11-01
